author_id,rating,submission_time,review_text,product_id
7779756648,5,2020-04-04,"I love this! I always have trouble finding a clean cleansing balm that wipes away my waterproof mascara and I think this might be my favourite product to remove my makeup! I go the mini version, but it is quite generous for the price.",P417238
5155304200,5,2023-03-08,"I love this eye cream! It’s so lightweight yet hydrating. I suffer from dark circles and this cream brings instant brightness to my face. One pump goes a long way. I use in AM to wake my face up. Perfect addition to my routine, I highly recommend!",P424948
5756432960,3,2022-07-29,"I have dry skin but not super dry and this stuff was not moisturizing enough. I think this product is most suitable for someone with oily skin. It sank into my skin instantly and never broke me out, but it just wasn’t great. I wouldn’t repurchase this for me but I can see how it works for others. I love that it is refillable.",P500472
923362835,5,2019-07-22,"I have extremely sensitive skin, prone to flakiness, always seems too dry. I’ve been using this for about a month, only a couple of weeks twice a day and so far so good. No breakouts, no flakes. Wish it had less slip, but that does help conserve the product so you can use less. I’m 47, and by itself it wasn’t hydrating enough for me. So I am using it more like a moisturizing serum and put a thicker moisturizer over top of it. I think that’s not really how you’re supposed to use it, but it’s working for me.",P415701
1574818564,5,2018-02-26,"People seem to have a problem with the smell. While it is strong, I think it actually smells quite close to rosewater (despite it not being an ingredient) -- really lovely! Aside from the smell, this product is a holy grail. It’s hydrating but treats my hormonal acne and gently exfoliates fine lines. I’ve taken other products out of my routine because this seems to fill many needs. Love it.",P410400
6992761490,5,2020-11-25,"I have normal to combination skin. This does take a while to dry down but once it does, it’s not sticky. I don’t have to use a primer anymore because foundation blends beautifully over it.",P405599
10029444124,5,2018-04-03,love it! i never go a day without putting it on. I have very dry skin and even on my worst days my skin looks hydrated. ive used so many creams and oils this is the only one i plan to stick with.,P392245
11496708875,4,2020-04-22,"Great for hydrating. However, there are other creams at a way cheaper price that will be more efficient.",P416341
1963313159,5,2018-12-17,Absolutely perfect for dry skin,P248407
6788056063,4,2022-05-25,"I really liked this sunscreen.  It is definitely moisturizing.   More moisturizing than the waterproof formula.  This is a white sunscreen but doesn’t leave a cast on my fair skin.  It blends easily too.  Again I think this Urban environment line is good quality.  If you are looking for luxury sunscreen, I would recommend this.",P482742
27661737678,2,2021-10-18,I received this complimentary thru influenster and tried it and thought it’s good it’s moisturizing seems a little like Vaseline which i love! But then i saw the price for that tiny lip balm and said not worth the hype in my opinion! I’ll stick with Vaseline!,P475908
10958762095,5,2021-04-12,Received a free sample of GoopGlow Microderm Exfoliater. First time using it and got rid of so much dry skin on my face! Left my face feeling extra soft and very smooth. Would recommend especially if you have dry skin like me!,P459299
1653506783,4,2020-02-08,I apply it to my forehead & smile lines after all my skincare & before my foundation. It fills in my forehead fine lines instantly & keeps everything smooth & hydrated looking all  day. This is a good product for prevention & hydration. I’ve used it under my eyes on top of my eye cream before & my concealer didn’t crease as much. I like this product & would purchase again.,P454018
462567809,2,2018-12-22,"This is one of those products that makes me laugh because of all the hype. I’ve tried it off an on over the years and I always come to the same conclusion, it’s just ok. No dramatic or life changing results, just a decent moisturizer with a ridiculous price tag.",P426501
2161350697,5,2019-11-02,Skin is so much healthier and smooth.  Small bumps have diminished.  It did not cause redness or breaking out.,P269122
1842963091,5,2017-02-27,"This stuff its amazing if you have oily and acne prone skin but have some skin issues going on. It didn’t break me out and helped a lot. I would recommend to anyone. If you do have oily skin, less it more or it will grease up doing the day.",P411539
8745804183,5,2020-04-13,Love it I was so skeptical but this is amazing it smells great not harshly perfumes feels great not heavy makes my skin feel so soft I love it definitely will buy again,P454380
25412103118,5,2022-01-18,Have bought this multiple times (along with the limited edition Christmas set) and it really does get everything off! I use a lot of sunscreen and I can def feel the difference between just using a foaming cleanser vs going in with this cleansing balm first. You honestly only need a tiny bit and it goes a long way.,P450271
1684594110,5,2020-05-08,Sephora sent these to me as a healthcare worker gift and they are SERIOUSLY the best wipes I have ever used. They smell amazing and the cloth is actually scrubby. My skin looks glowy after using them. They work great to exfoliate my lips as well. Will definitely be purchasing more.,P409800
6132299375,5,2019-02-07,"This product is amazing! Leaves the skin super hydrated, glowing and refreshed. The scent is intoxicating. Would highly recommend.",P440312
7065781564,5,2019-10-24,"This toner is so refreshing . It has truly helped smooth my skin, reduce breakouts and help with hyperpigmentation. I saturate two cotton balls at night with the solution and swipe my face and neck .",P427406
6191142829,4,2021-08-10,"Does what it says. Leaves my face feeling calm, thoroughly clean and nourished without stripping away natural oils. Haven’t been using long enough to know whether it will continue to balance my skin (hence the 4 stars), but so far so good!",P411387
2450044932,5,2018-11-20,I love that you can feel it working right after it is applied. This product left my skin bright and moisturized without feeling greasy. I received this product complimentary in exchange for my honest opinion. I would definitely purchase this product.,P433887
23641548076,5,2019-08-11,"I want to start with I received this product free in a trial online.I am almost 26 and have spent the first 22 years of my live on Florida beaches fishing, boating, and doing any other outside things under high UV rays. About 10 of the years I didnt use sun screen but instead oils.You can still see some of my fine lines but they are so much less now.I applied almost every night and some mornings for the past week. It says to use for 4 weeks twice a day so I am excited to see the results then.ProsMy fiance asked what I have been doing because my skin is glowing.My sun and smile lines are fading and my dry spots that make my skin tone look uneven are gone. It has taken the place of my primer and most days even my makeup (other than mascara and eyeliner)ConsBefore I used this eye cream my eye liner would last all day and even the next morning if I slept in it, now it runs if I’m outside sweating for any long length of time. In high humidity my face will start to feel greasy.I highly recommend this and I will be buying some myself when my free sample runs out. It takes very little to cover my entire face.Because I dont have a before picture I will point out what has changed on the picture I just took this afternoon. Starting from the top my forehead lines used to be much deeperMy crows feet are now mostly just dark spots Under my eyes I had 3 deep linesBetween my eyebrows I had two deep linesMy cheeks had light blotchy spots (I guess from being dry)Also to make very clear I don’t work for any companies I am a mechanic and want to give as much detail on a product as I can because I hate it when I am looking to buy something and no explains their experience.",P447780
5279832819,5,2020-05-16,My skin feels sooo hydrated. I love this cream !!! #influenster,P394639
7489306832,3,2020-10-21,"I received this product free in exchange for my review. Honestly I had high hopes for this product. It did make my skin feel more hydrated, but besides that I seen no actual difference it made, it took a while to soak into my skin than other night serums I used. Also the price to me isn’t really worth it",P461933
5114633489,2,2020-10-08,"I’ll start with the positives: goes on smooth and has a silky finish, has a soft scent (not an unpleasant odor), awesome as a moisturizer, and my skin (which is sensitive) had zero adverse reactions. The negatives: it did absolutely nothing else other than hydrate. I saw no difference in fine lines or wrinkles so for the price, this was not worth the hype.",P461933
2695521926,5,2017-06-14,"This is hands down one of my favorite products! It not only reduces redness immediately after application, but after continuous use for about 2-3 weeks my skin was noticeably more even and radiant. I prefer it as a base underneath makeup, but it looks great on its own too! I would definitely recommend to a friend and I plan to buy it again, completely worth the price!",P411540
8574883866,5,2022-08-22,I love this because it travel friendly and I have 2 full size bottle and it’s just makes my skin so smooth and I’m definitely taking this with me on my next travel trip that I’m going to be taking bc it’s so convenient gifted by dermalogica sampling,P423688
5776072560,5,2023-02-10,"This is the only under eye cream that has worked for me! I have very dry skin, and all other eye creams just make my fine lines much more noticeable",P174502
6903533908,5,2020-04-07,Ive been trying to find a lightweight moisturizer that still had the kick of a thicker one and this one has definitely met the cut. I have been using it for over a year now and have not had a problem with it making me breakout which I’ve had with previous moisturizers.,P446421
2176481312,5,2014-04-18,"Either this is snake oil or the miracle water. Either way, my skin is the best it has ever been. I haven’t seen it listed for acne, but I have notice a significant decrease in pour size on my nose and less break outs. This combined with the Kate Summervile Dilo oil are great for bright summer skin. It is analogous to fermented water, so you kind of think that it is nothing but don’t be fooled!",P375849
21994761859,5,2020-09-10,"I received this product complimentary form Influenster. I haven’t been using this product as consistent, but from the little times I have omg so good. I would recommend, it absorbs so quickly too.",P460779
10099161274,2,2020-05-25,"It leaves a thin layer of film on skin and peels when applying other products afterwards, especially sun screen. Weird.",P427419
5377079964,4,2019-09-21,"I’m usually really picky with my skin care and once I find something I’m loyal till the end. However this baby could sway me from my reg brand. It does the job of a toner but leaves your skin feeling so moisturized it’s crazy. No harsh scent, and milky consistency. My skin was thanking me after! Great addition to any skin care routine.",P446930
1117665879,5,2013-11-14,"I use this in colder months (late Fall, Winter, Spring) to help balance my skin between my dry areas and my oily / sensitive / break out ares and it’s amazing. It does exactly what it says - controls oil in oily areas, and helps dry areas. It’s a great balancing face wash for any time of year, especially in those tricky months where you get dry spots but still have to deal with the ugly t-zone nightmare. It makes your skin feel so clean but not dry. My skin is super temperamental and picky about products, and I LOVE THIS. Would recommend to anyone!",P297516
5159337039,5,2017-09-03,"I usually shy away from “scrubs“ due to having very sensitive skin. However, this one is very gentle and still very effective! I don’t use it every day, just a few times a week and it helps to keep the dry, flaky patches on my face under control and smooth! I love to use it in the mornings as it has a wonderful, refreshing citrus scent that helps to energize and awaken! It’s one skin care item I can see myself using for a long time to come! *I received this product free for testing/review purposes*",P386197
1347480890,5,2019-04-08,"My magic in a jar.  This is the only cream that helps the dry spots on my combo skin and calms my rosacea.  However, it can be a tad heavy for summer.  This cream is great for plumping up skin and as a primer.",P433520
11140979400,5,2021-08-18,I love this serum. I have been using this for 2 years along with Caudalie products. Skin has never looked so good!,P392246
27941283048,5,2020-09-03,Looooove the Ordinary don’t use any other product now. Pure clean and does exactly what the package says. My skin is ten years younger thanks to the Ordinary!,P427419
6614513274,5,2016-09-04,I have sensitive skin and didn’t know how this was going to work but I’m so glad I gave it a try! Works overnight and instantly diminishes pimples.,P232903
801968210,5,2021-02-28,"This sunscreen applies well, and leaves my skin looking lively and smooth. No stinging eyes, no obnoxious smell, no white cast.",P470255
2648853689,5,2022-05-04,"My favorite eye cream, it keeps my eye area so well hydrated and helps depuff. I have used way to any eye creams to list but I will be sticking with this one. I am 50 with normal skin. I also love that it is cruelty free.",P424948
2691006445,5,2022-06-02,It can sometimes feel terrible to put sunscreen on my face but Shiseido Urban Environment was a pleasant experience. Please I was headed out to go on the TMZ Hollywood tour so I applied the sunscreen with some mascara and light makeup and headed out for the day. My skin felt good. Never dried out and my skin was protected all day. I would recommend this product and even for those  with mildly dry skin like mine.,P482742
32920953683,5,2022-08-12,"I purchased Sephora’s Sun Safety kit that had a variety of sunblocks to try and also had a trial bottle of this. I was skeptical but this actually works! Possibly too well. I often wear a fitbit watch so I have this very noticable pale spot on my wrist. In the morning, I used a single drop of this self-tanner and spread it over the pale area. By that night, my wrist was obviously more tan. Unfortunately, I wasn’t precise where I put it so you can see some of my natural tan actually got darker too so there’s an overlap (see pic). So it works...but you gotta be careful if you’re trying to cover a specific target area.",P431180
9548402574,5,2018-03-11,"My skin is glowing, soft and clear after using this mask. When I start to notice little pimples, larger pores or excess sebum I use this mask(about once a week) and my skin is gorgeous again. I’ll be keeping this one in stock at all times!",P297524
5793447346,3,2020-04-28,"I love this product, it is so customizable by being able to mix with moisturizer. The colour is very natural and it doesn’t make me break out. It does take a couple tries to get the hang of it but once you do it’s fine. There is a bit of a smell, but I find if I put it on at night it’s not noticeable in the morning. The only downfall is the packaging. Of the 3 bottles I’ve ordered only one hasn’t leaked and showed up missing a decent amount of product which is super inconvenient.",P431180
2002263454,5,2015-12-30,"I was looking for a Makeup setting spray, a Sephora Beauty Consultant recommended this. While it’s not really a setting spray, it sure is something! This was so incredibly refreshing and invigorating that I will never be without it again. I sprayed it on my boyfriend when I got home, now he wants to go to Sephora to buy his own Beauty Elixir. Pretty much instant Holy Grail status, I’m excited to try more from this line!",P481817
7165729374,5,2020-02-25,I received this complimentary of influenster and wasn’t sure about it at first as I’m not super familiar with the brand but it’s amazing and has been working great for my dry skin,P456207
33630138208,5,2022-06-16,"love this, i’ve been using it for months n it does exactly what it says it suppose to. it absorbs into my skin very good!!",P427416
22526003569,5,2023-01-10,This is so luxurious! I love that it is skincare and primer in one! The texture feels like a cloud and the smallest amount goes a long way! It has a slight citrus scent that I love! It made my skin look so glowy and hydrated!,P270594
11213303322,5,2019-08-14,"This product is beyond amazing!! INSTANTLY I saw results from using. My pores shrunk, my skin felt smooth and tight and over all my face FELT and looked healthy!! This is worth EVERY PENNY!!",P269122
2451073734,5,2021-02-04,"I bought this product 2 weeks ago and saw a significant difference in my skin. My skin was severely dry (my cheeks were red from being chapped and dry). I was in dire need of a boost of hydration. I am a drunk elephant junkie...but I was told to give this a try. I’m SO happy I did! I use this morning and night. A MUST is your skin HAS to be a little damp for it to work. If not, it feels like it doesn’t absorb at all. I use this product with the tea tree toner from lush. I fully dry my face, spray the toner and pat 2 pumps all over my face. I’ve had zero problems with this method, however I fully understand everyone is different and this might not work for them. I noticed my skin was so much more hydrated after a few days! The redness on my cheeks went away as well (which I usually have slight redness, but that’s gone too). I also paired this at night with Sephora’s firming night cream (this did such wonders for my extremely dry skin) During the day I paired this with the toner from lush, this product and followed up with an eye cream & sephoras firming day cream.",P462699
27056176363,5,2020-12-20,I’ve tried so many products searching for the perfect sunscreen and this is the ONE. It has all the needed coverage and still feels lightweight and glowy!! love it will be buying more,P456398
7049516678,5,2019-04-30,"So after more than 20 years of oily skin and constant breakouts... I have never had skin this good!  No new acne, and the red and brown scars are fading.  My dermatologist will not be happy when I tell her this little $7 bottle did what thousands of dollars in office visits and prescriptions could not.  Yes it stings a little but it’s worth it.  Just ten minutes twice a week make a huge difference.  Be sure to use sun protection.",P442563
6947779210,5,2017-12-05,Just picked this up in sample size in my birthday gift. Love it so far! I’ve been using it at night after a few drops of the serum that came with the gift pack. Both of them together make a great team. Skin feels great and I love the fluffiness of this sorbet!,P472454
24627097504,4,2021-03-28,"I love the youth to the people line in general however this does not hydrate my skin enough. I have extremely dry and sensitive skin and find myself needing more after applying this. I ended up buying the super berry dream mask and love it. This product might be better for someone with combination or oily skin, and whoever is like me go for some super berry",P463371
1735790139,4,2009-06-13,I have been using this product for I think 2 weeks now and I really see a huge improvement on my skin.,P94421
1309468338,5,2012-01-20,"I have combination skin and tend to break out. I use Korres which I really like but decided to try this one due to the great reviews. I’ve used it for a few days and am already getting compliments on my skin. The fine lines that used to show after I put on my makeup are virtually gone. My skin has a nice healthy glow and although this product is an oil, my skin is not greasy. This is an awesome product!",P218700
5520913843,5,2021-02-02,"I use this as my night moisturizer and have been loving how soft my skin is when I wake up. The light, clean scent is also not overbearing and has been amazing on my super sensitive, dry skin.",P448937
1503130643,5,2015-08-13,Favorite lip balm ever.,P12573
25457858080,5,2020-06-30,"The Water Cream is a fantastic and very effective moisturizer. It leaves my skin super soft and has worked at maintaining a clear and dewy complexion. It also has a beautiful smell, and a little goes a long way—worth the price you pay.",P454794
1038498526,4,2010-04-28,love this lip balm :),P42205
22980754222,2,2020-04-06,"I agree that this product is good on sensitive skin and gentle.  It has a nice smell.  However, I did not like the texture or feel of this product.  I did not feel like I could get it washed off and it “stuck“ to my face.  This is not as good as other cleansing balms that I have used.",P478030
2378822702,4,2014-12-27,"This is a pretty good product. I bought it because I have blackheads on my nose. My pores are getting smaller and as another user said, I think this helps push the oil to the top. My only complaint is that it does dry my skin out where I use it.... Causing it to flake. But other then that it is a great product. I usually only use it every other day. I also use the pad twice before throwing it away and it works fine.",P114902
28912429481,5,2021-08-29,"This cream is a godsend because it hydrates so well,Very hydrating and calms redness overnight! Love the texture and feel on my skin. You only need a small amount.I highly recommend it.",P479860
974364897,5,2021-03-31,I have used other Ren products but hadn’t tried this one.  I haven’t used toners in a while on my skin but this one is like a toner serum hybrid and I do you AHA in my routine I REALLY loved this product. It feels lighter than most serums and non drying for an AHA. I have used it as just a clean sweep over my face as a refresher as well. I will be buying this myself when my bottle is gone. It also works well under makeup and enhances the products I use on my skin in the evening.,P428095
24810436558,5,2021-05-02,This is a great moisturizer it’s so radiant and pretty on the skin it’s very good if you have dry skin,P453825
901581997,5,2009-04-20,"My favorite eye cream for the price. It’s soothing, fast absorbing, and doesn’t irritate.",P122774
5476566113,5,2019-10-25,"I’m obsessed with this, I’m on my 3rd bottle. I’ve had issues with acne and oiliness for years and I’m now in my mid-20s. This doesn’t seem to help the oiliness, but I credit this with stopping my acne.",P427417
5870807027,5,2019-05-06,Amazing moisturizer. It is light weight and not greasy but very hydrating. I love the spoon that is included for application. Highly recommend!,P418218
23892298605,4,2019-09-08,"I love this cream. It glides so smoothly over my skin. My skin is very sensitive and I’m prone to breakouts but I have had no problems with this. I have no sense of smell so I can’t comment on that(though I took a star off for it because my husband said it smells fake?). I have noticed a change in my under eyes after a month of use, and I’m very happy with the results. I also like that a little cream goes a long way. I got this product free for testing purposes but my thoughts are my own.",P447780
969594416,5,2019-06-02,"This is too much for all over my face (tends to be greasy), but love this for undereye/highlighter area. Makes everything look dewy",P399623
6922582133,5,2023-03-13,"I needed to write a review on this product because i feel a lot of the bad reviews are people who aren’t using/applying it well. This product has been a game changer for me so once you master this product, you’ll keep buying it. Growing up I never really got much sleep or drank enough water so my biggest concern was the bags under my eyes and two wrinkles forming. I’ve tried so many eye products, and I really thought none would be able to completely get rid of my bags, until I tried this one! It is so hydrating, my skin loves it and my under eye looks plump and so healthy and it stays like that all day. If I don’t use this Kiehl’s product, I noticed my bags immediately. It’s crazy how much of a difference this product makes! I’m in my early 30s and my older sister raved about it, which is what made me buy it, and I’m now on my second tub. Tips for using this product: First off, buy the smaller .05 fl oz size. It’s thick and a little bit goes a longgg way. My first purchase was the larger size,  only used it in the morning and it lasted around 1.5- 2 yrs. However, it did start to separate after awhile so I’d used a little spatula from a previous product to mix it when this happened and the product was just as effective.  Since it’s thick, it doesn’t apply as easy as lighter eye creams. You can’t just smear it under your eye or it will tug at the skin and not spread as far. For application I either put three little dots under my eye and tap it in that way or warm it up between my fingers and then tap it under my eye to apply it. Yes, it takes a little getting used to, but the results are unmatched. Previously, I’ve used both YTP eye creams, ole Heinekens, glow recipe retinol, Estée Lauder advanced repair, and none beat this Kiehl’s product. I’m not even a huge fan of Kiehls, this is their only product that I’ve purchased and will continue to purchase. Ofncourse it’d be nice if it was easier to apply and not separate but the results are amazing so 10/10 recommend.",P422000
9260742564,5,2020-05-27,"definitely saw results withing the first wk of using it daily at night and in the morning,  definitely recommend for anyone that is having issues with enlarged pores. IT WORKS!!! Does not have a burning sensation after use like some toners do. My new obsession about to purchase my second bottle so I never ran out.",P467762
2726172058,5,2021-01-14,"Lightweight gel that actually keeps me hydrated all day. I have sensitive skin prone to redness and this didn’t bother it with all, nice clean scent, too... I got this as a sample with points and I am buying a full sized jar today.",P394639
2623663534,2,2013-08-10,It feels heavy and leaves a shine on my face. Smells weird and doesn’t benefit your skin in any way. My dry patches are still visible.,P381030
11160776800,5,2019-05-27,I am honestly pretty impressed with this face wash. I’ve been using it in the mornings after using their Soy cleanser and I have noticed that it helps with oil control and my skin feels so soft after using it. It’s very gentle because of the sugar which dissolves quickly on your skin. I received this product complimentary for review purposes.,P445827
5058794745,5,2013-12-27,By far the best acne treatment I’ve used to far! As soon as you feel that your breaking out apply this over night. It will significantly reduce the size of your blemish!,P232903
5736385707,5,2019-12-05,This product is pricey for a lip balm. But I like that it isn’t scented and works super fast to hydrate my lips. It does leave a greasy film for a little bit until it fully sinks in. Highly recommend though if you don’t mind splurging on lip balm.,P403818
5486418744,5,2021-04-24,"I’m on my second bottle now! My skin was very blotchy red, extremely dull and textured, and I had a lot of pink acne scarring from HS/college, but being in my late 20s and finally becoming a lot more invested in my skin care I purchased this serum. I’ve been using it every morning and night for almost 5 months now and my skin looks incredible. The acne scars, discoloration and dullness transformed into an even toned, lighter, and radiant complexion. I’m able to go out without foundation and feel confident. I’ll use this the rest of my life. Just make sure you wear sunscreen over it in the morning so your skin isn’t sensitive to light while it’s working. Definitely recommending this serum to everyone I know.",P418346
5375350709,5,2021-02-12,"I absolutely love this product! I’ve been using it for the past 1 month and there has been significant improvement in the texture of my skin (I have acne pro skin) - less dark spots and more brightness. I have been also breaking out a lot less lately, but not sure if that’s entirely due to the product. I have noticed that my skin also responds really well if I use an overnight hydrating mask on the days when I don’t use it. | gifted by Sunday Riley",P309308
23940363299,5,2020-09-17,Within the week of using it i applied it at bedtime. I love that the scent isn’t strong. When apply in to my fingers it’s very light weight and isn’t sticky. It left my skin looking more refreshed and hydrated. I’d buy this product even though it’s on the pricy side.,P461159
10213882576,5,2019-01-09,"Love this product and tatcha brand,I’m liking everything, tetcture, sent. Love it",P454794
11239096824,5,2020-02-15,First off the smell of this product is amazing!!!! It’s such a light and clean fragrance. There isn’t a grit to the product that I assumed would be there since it’s a scrub but it does more of a peel. At first I was nervous about the alcohol content as it might be drying on my already dry skin but it wasn’t. It makes your skin feel so smooth after each application. I didn’t experience any break outs with this as well so this product is a great product to add to my skin care routine.,P458216
22157327437,4,2020-08-30,I really like this new Laneige Lip Glowy Balm in Gummy Bear. It has a very subtle pinkish/light purple tint which looks beautiful on. It also has a very subtle grape scent to it which nice as well.,P443563
2572568896,5,2020-12-07,"Leaves your lips perfectly moisturized, glowy and healthy without the stickiness. Did I mention they smell like gummybears! It’s a win all over!",P443563
22578260407,3,2020-10-21,"I like the texture of the serum, the smell, and the bottle. I received a sample for free and it was not enough to tell a difference in a week. However, based upon other reviews and the subtle difference, I think this product would be beneficial to my skin.",P461933
2232416512,5,2021-06-07,Finally a moisturizer that works with my skin!This is amazing and my skin was quenched after one use! I get dry patches and suffer from dry skin year round. And some products don’t work as good as others but this stuff! I apply once at night and my skin amis hydrated and ready to go all day! My new favorite skincare product!,P422510
22015564633,4,2018-12-20,The product works great. It make my skin feel soft and smooth. My skin feel hydrated and looked radiant.,P269122
8926464015,4,2019-09-27,I had the small sample version of this and have been using it for 2 weeks. It’s hard tell if it has made a difference at all... my hyper pigment/ acne scars are still visible but I think I’ve been breakout less.,P392246
1382264149,5,2021-12-21,This sunscreen checks off all the boxes for me. Before this I was wearing SuperGoops City Serum sunscreen which left a weird residue and white cast on my already fair skin. The associate at Sephora recommended the Unseen Sunscreen and I have been using it everyday ever since. It leaves no residue or white cast since the product is more of a gel consistency. It is a tad greasy when you apply it but does not leave my skin oily after it’s been absorbed. I keep a mini size in my purse for reapplication when I’m out during the day.,P470255
1303096459,5,2020-08-21,"Just finished using a 7 day sample of this serum, complimentary of influenster. In 7 days I’ve noticed my skin brighter and more hydrated! A little goes a long way! It dosent really Have a strong smell which is good for me! Sometimes skin care products smell too strong but this is pretty pleasant smelling to me. I will be purchasing the full sized product to see more results hopefully! It says by week 3 and 4 you will notice fine lines and wrinkles appear reduced and skin feeling firmer. I think this product will deliver because I’ve seen a noticeable difference in just 7 days!",P461933
1109432702,5,2022-08-12,"As someone with hypersensitive skin, rosacea, and psoriasis (even on my face), I’ve learned the hard way that I just can’t use a lot of skin products, even higher end and ones specifically for sensitive skin. I have found some IT Cosmetics were okay on my skin, so I really wanted to try this cream now that I’m in my mid-forties and starting to really notice age-related changes in my skin. The texture of this is gorgeous. I was afraid it would be like a heavy night cream, but it’s lovely, and my skin seemed to absorb it pretty much right away, which isn’t always the case. Although I’ve gotten a little bumpiness from my rosacea, this hasn’t made me fully flare, and I’m hoping that my skin adjusts because I love how this makes my skin feel. I haven’t noticed wrinkles disappearing yet, but it’s only been a month, and it’s summer, so my skin isn’t as dry as it will be in a months. My skin definitely feels softer and more plump, and I’m excited to see what happens as I keep using it, now that I know my skin doesn’t completely freak out from it the way it does nearly all other lotions, cleansers, makeup, etc.",P411403
10990238303,5,2019-02-04,It smells amazing. Not too greasy.  Works very well for me. I’ve been using this moisturizer for a year. Love it.,P378852
6944509820,4,2019-07-29,"I was pleasantly surprised by this toner moisturizer combo that I received free for testing purposes. It has a very mild scent and absorbs quickly, but what surprised me was that such a liquid product could dry and feel like there was lotion on your face. I also like that you could use it as a mask with moistened tissue or as a facial spray ( I couldn’t try this though as the sample didn’t come with a pump). I can easily recommend this product!!! #freeproduct",P446930
12377904098,5,2020-10-22,I recieved this product complimentary for testing purposes. I really liked this product. It comes in a powder form but then combined with water becomes creamy. It made my skin very smooth and hydrated. I would highly recommend this product.,P443352
22589245125,5,2021-07-28,Awesome face cream!!! I love every drop and how it hydrated my skin and leave a flawless base for my foundation!,P433520
7627111614,4,2019-05-07,"I was extremely excited to try this product (received this product from Influenster) because I have tried the Fresh 24 hour cream and really liked it. I used this mask for a couple of weeks and my skin looked plumped and hydrated. I used a small amount and my skin absorbed it well. However, I did notice my skin started to get dryer/flaky/ textured and that usually happens when I don’t moisturize my skin so I switched back to my holy grail aveeno ultra calming night cream. This is a thicker cream and hard to find but you your skin will thank you later and your wallet will too.",P442858
22871321155,4,2022-10-26,"Just started using this product. My skin hasn’t reacted to it, which is great! I’m not sure if it has done much for my pores. It has a nice cooling effect and I like how it exfoliates when I wash it off. Downside is it is messy (you have to wash your sink after using this mask lol).",P468658
980568334,5,2016-08-25,I love this item too. Usually I can’t tell if a moisturizer is working or what. It doesn’t make my skin bright or anything but this really does. I am dry and have a big pore and dull skin problem. This has helped a lot. I will repurchase time and time again.,P472454
7902901704,5,2019-09-13,"This mask ended my acne breakout that I have been dealing for a year. This is a must have for those suffering from acne. This truly works. I have been using it every other day for 10 minutes and it never dried my face. Of course to prevent drying of the skin, I use caudalie vinopure serum, sulwhasoo moisturizer and Sulwhasoo sleeping mask every night. My sister who was also dealing with acne bought this immediately when she saw the improvement in my face and she was so thankful for it. She uses it everyday and it never dried her face but she is also doing what I’m doing. I have no new pimple even when it’s that time of the month. Will keep on buying this.",P3617
5050443018,5,2015-01-18,Spent a lot of time and money looking for a moisturizer that worked for my skin. Moisturizing is not an option for me my skin is very dry after washing and very oily by the end of the day and it’s also acne prone and extremely sensitive. This calms angry skin and is a light moisture that’s not too heavy and doesn’t leave your skin with a film or layer of gunk. It helped contribute to clearing my skin after finally finding the right combo of products and continues to keep my skin clear so I will never buy a different moisturizer!,P122900
31950839969,5,2021-05-23,"I received the La Mer Creme de la Mer moisturizing cream to test out and review.  This is an amazing moisturizer,  so hydrating,  so nourishing.  I’ve been using this out for about 2 weeks now and have really been loving what it’s doing for my dry skin. I take a small amount and warm up on my finger tips and pat into the skin. The saying a little goes a long way really applies to this thick luscious cream! It does have a fragrance to it but I don’t mind it all and it’s very subtle and hadnt caused any irritation at all! I really have enjoyed adding this to my routine its thick enough for my dry skin but doesnt feel heavy all , nor greasy! Thank you so much La Mer for letting me try this amazing moisturizer! Gifted by La Mer.",P426501
26014381374,5,2022-01-03,This daily microfoliant is amazing!I didn’t expect it to be so good. After only a couple uses I can see a difference . It doesn’t make my skin super dry! It just makes it super soft. Highly recommend giving this product a try!,P443352
6647884812,5,2018-04-06,"I have been using the First Aid Beauty facial cleanser for about 9 months and I do still love that product and still use it, but I didn’t feel like it was doing much to help control my oily skin, so I read reviews on this and tried a sample and I WAS HOOKED. I love this facial cleanser, this whole “balance“ line actually has changed my skin. I am not nearly as oily as I used to be (I also use the toner and I love it), my skin feels so fresh and minty after using this product! I use this every night with my Clarisonic and my skin has only gotten better! The redness has faded and my face is no longer oily all day night, with or without makeup on! A small amount goes a long way, so this bottle will last a while! I would highly recommend if you need some help with oily, uneven skin!",P416815
12900640474,5,2019-07-28,This took off my waterproof makeup easily! I was amazed how well this removes makeup and left my skin initiated and soft.,P450271
908376050,1,2020-03-03,"I got a sample of this and loved it at first.  It was a nice, gentle cleanser from a line that I usually trust.  I bought the full size and used it for a few weeks.  Recently, though, I am breaking out.  I haven’t had a zit in nearly 20 years!  Even more, I am finding that I am not getting a clean face (I use eye makeup remover beforehand and this is STILL not getting my mascara clean).  Any sort of sunscreen sticks around, too.  For the price, I should be getting a squeaky clean face with no issues.  I’m sad now - this isn’t the one.",P426836
1316949461,2,2020-11-21,"I’m not sure why, but this is the opposite of hydrating. It feels great initially, but after about 30 minutes my lips are dry and slightly irritated.",P420652
1347480890,5,2019-09-15,Non irritating and really softens skin.  It feels great and I look forward to using this everyday.  A little goes a long way.,P473160
23000330215,5,2020-10-15,i love this product sooo muchhhit has cleared up a lot of my acneive bought it 2 times and it works!!!!i reccomend this sooo much for clearing acne scars And trying to clear your face a bit! the ordinary brand is amazing!!,P427417
